LOCATIONID,LATITUDE,LONGITUDE,TOWN,DISPLAYNAME,WEEKDAY,HOUR,CONNECTOR_TYPES,MIN_MAXELECTRIC_POWER_W,MAX_MAXELECTRIC_POWER_W,NR_CONNECTORS,TOTAL_DURATION,AVG_DURATION,CHARGING_CAPACITY,CHARGING_CAPACITY_2,CHARGE_PERCENTAGE,parking,charging_station,fast_food,cafe,toilets,restaurant,convenience,playground,park,community_centre,bar,pub,supermarket,sports_centre,hotel,museum,theatre,hospital,library,zoo,cinema,bakery,motorway,trunk,primary,secondary,TOWN_NR,COUNTRY,AVG_ICOME,COST_OF_LIVING,NET_INCOME,CARS_PER_100,EV_RATE,POPULATION,POP_DENSITY,AGE_20,AGE_40,AGE_60,AGE_80,AGE_100,AVG_TRAFFIC_DUR
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,2,9,"[CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2]",50000,300000,6,10270.8,1711.8,18720,360,0.5487,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",345.375
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,0,17,"[CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,8948.400000000001,1491.4,18720,360,0.478,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",337.0
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,1,14,"[CCS Type 2,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO]",50000,300000,6,12344.670000000002,2057.445,18720,360,0.6594,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",346.875
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,4,9,"[CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO]",50000,300000,6,11172.509999999998,1862.085,18720,360,0.5968,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",343.5
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,0,5,"[CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO]",50000,300000,6,3213.63,535.605,18720,360,0.1717,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",323.5
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,4,15,"[CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,16834.07,2805.678333333333,18720,360,0.8993,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",355.375
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,5,7,"[CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,6915.380000000001,1152.5633333333335,18720,360,0.3694,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",316.875
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,1,0,"[CCS Type 2,CHAdeMO,CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2]",50000,300000,6,1573.39,262.2316666666667,18720,360,0.084,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",306.75
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,3,2,"[CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,1289.2,214.86666666666665,18720,360,0.0689,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",312.25
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,4,20,"[CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,5157.93,859.6550000000002,18720,360,0.2755,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",312.25
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,5,1,"[CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2]",50000,300000,6,1531.7600000000002,255.29333333333335,18720,360,0.0818,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",315.0
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,1,11,"[CCS Type 2,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO]",50000,300000,6,11294.759999999998,1882.46,18720,360,0.6034,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",332.875
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,3,4,"[CHAdeMO,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,1042.7,173.78333333333336,18720,360,0.0557,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",305.75
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,5,9,"[CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,13323.16,2220.526666666666,18720,360,0.7117,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",320.125
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,4,8,"[CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO]",50000,300000,6,10719.73,1786.621666666667,18720,360,0.5726,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",355.875
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,6,2,"[CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO,CCS Type 2]",50000,300000,6,1051.06,175.17666666666668,19080,360,0.0551,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",344.125
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,6,5,"[CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,1108.7000000000005,184.78333333333336,19080,360,0.0581,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",312.375
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,6,20,"[CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO,CCS Type 2]",50000,300000,6,4336.209999999999,722.7016666666666,19080,360,0.2273,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",312.375
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,1,9,"[CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2]",50000,300000,6,10527.39,1754.565,18720,360,0.5624,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",339.0
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,0,16,"[CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,12296.46,2049.41,18720,360,0.6569,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",351.875
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,2,1,"[CCS Type 2,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO]",50000,300000,6,967.95,161.32500000000002,18720,360,0.0517,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",310.625
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,2,3,"[CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2]",50000,300000,6,772.54,128.75666666666666,18720,360,0.0413,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",312.625
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,5,15,"[CCS Type 2,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO]",50000,300000,6,13121.98,2186.9966666666664,18720,360,0.701,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",322.875
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,5,2,"[CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO]",50000,300000,6,1381.13,230.18833333333333,18720,360,0.0738,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",308.625
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,2,16,"[CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,12862.8,2143.7999999999997,18720,360,0.6871,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",364.0
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,3,8,"[CCS Type 2,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO]",50000,300000,6,10570.8,1761.8,18720,360,0.5647,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",374.125
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,3,0,"[CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,1692.2299999999998,282.0383333333333,18720,360,0.0904,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",306.625
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,0,12,"[CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2]",50000,300000,6,11851.92,1975.32,18720,360,0.6331,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",333.625
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,6,21,"[CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,3334.2999999999993,555.7166666666666,19080,360,0.1748,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",310.625
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,0,9,"[CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2]",50000,300000,6,9201.97,1533.6616666666666,18720,360,0.4916,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",339.625
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,0,22,"[CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO]",50000,300000,6,2294.33,382.3883333333334,18720,360,0.1226,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",312.5
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,5,6,"[CCS Type 2,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO]",50000,300000,6,4887.34,814.5566666666666,18720,360,0.2611,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",313.375
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,4,10,"[CCS Type 2,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO]",50000,300000,6,14332.799999999996,2388.7999999999993,18720,360,0.7656,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",334.375
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,3,19,"[CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,6854.01,1142.335,18720,360,0.3661,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",312.75
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,2,10,"[CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,10586.86,1764.4766666666667,18720,360,0.5655,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",338.75
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,1,18,"[CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,8316.900000000003,1386.1500000000003,18720,360,0.4443,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",332.625
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,2,14,"[CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,12240.009999999998,2040.0016666666663,18720,360,0.6538,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",351.75
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,3,7,"[CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,8073.99,1345.665,18720,360,0.4313,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",359.0
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,5,10,"[CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2]",50000,300000,6,15360.849999999997,2560.1416666666664,18720,360,0.8206,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",330.375
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,3,23,"[CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,2176.07,362.6783333333334,18720,360,0.1162,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",314.375
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,0,19,"[CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,5876.4,979.4,18720,360,0.3139,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",316.25
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,6,18,"[CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2]",50000,300000,6,8632.14,1438.69,19080,360,0.4524,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",322.5
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,6,0,"[CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,1678.87,279.81166666666667,19080,360,0.088,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",312.5
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,0,7,"[CHAdeMO,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,7367.91,1227.985,18720,360,0.3936,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",364.375
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,3,21,"[CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,4927.849999999999,821.3083333333333,18720,360,0.2632,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",308.625
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,4,4,"[CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO]",50000,300000,6,1924.52,320.75333333333333,18720,360,0.1028,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",307.0
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,0,13,"[CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2]",50000,300000,6,11684.670000000002,1947.445,18720,360,0.6242,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",329.375
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,4,0,"[CHAdeMO,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,1678.62,279.77,18720,360,0.0897,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",311.5
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,2,11,"[CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,11100.32,1850.0533333333333,18720,360,0.593,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",339.375
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,1,2,"[CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,1428.27,238.045,18720,360,0.0763,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",322.125
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,4,14,"[CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,18146.050000000003,3024.3416666666667,18720,360,0.9693,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",351.125
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,3,17,"[CCS Type 2,CCS Type 2,CHAdeMO,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,10574.12,1762.3533333333332,18720,360,0.5649,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",344.875
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,3,10,"[CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2]",50000,300000,6,10609.18,1768.1966666666667,18720,360,0.5667,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",342.125
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,0,2,"[CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,684.95,114.15833333333332,18720,360,0.0366,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",312.5
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,0,0,"[CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,1073.07,178.845,18720,360,0.0573,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",311.125
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,2,4,"[CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO]",50000,300000,6,1337.59,222.93166666666667,18720,360,0.0715,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",326.375
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,5,20,"[CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,4460.66,743.4433333333334,18720,360,0.2383,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",319.0
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,2,2,"[CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2]",50000,300000,6,667.5600000000001,111.26,18720,360,0.0357,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",317.625
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,5,16,"[CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CHAdeMO,CCS Type 2]",50000,300000,6,10848.57,1808.0949999999996,18720,360,0.5795,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",325.0
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,1,15,"[CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2,CHAdeMO]",50000,300000,6,11572.8,1928.8,18720,360,0.6182,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",358.5
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,6,11,"[CHAdeMO,CHAdeMO,CCS Type 2,CCS Type 2,CCS Type 2,CCS Type 2]",50000,300000,6,11183.079999999994,1863.846666666666,19080,360,0.5861,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",321.75
18994,50.89521,5.401245,Diepenbeek,Diepenbeek Zuid,0,1,"[CHAdeMO,CCS Type 2,CCS Type 2,CHAdeMO,CCS Type 2,CCS Type 2]",50000,300000,6,761.49,126.915,18720,360,0.0407,3,2.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,,2,0,19,15,3,Belgium,35000,1000,23000,"52,5","1,75",19607,"473,5","19,23","23,38","27,42","23,92","6,04",311.125
